TestNumber,Account,OPS_Req,OPS_Mean,OPS_Sd,Order,New,Calculated1,Filled,Calculated2,Total
1,100320,5,5.00,0.00,8627452,11,13,0,0,24
1,100320,5,5.00,0.00,8627453,112,44,2,5,173
1,100320,5,5.00,0.00,8627454,13,9,0,13,61
1,100320,5,5.00,0.00,8627455,12,8,0,0,20
1,100320,5,5.00,0.00,8627456,18,23,0,5,56
1,100320,5,5.00,0.00,8627457,9,13,0,0,22
1,100320,5,5.00,0.00,8627458,71,6,4,1,84
1,100320,5,5.00,0.00,8627459,12,14,0,2,32
1,100320,5,5.00,0.00,8627460,6,12,6,0,24
1,100320,5,5.00,0.00,8627461,14,28,0,0,42
1,100320,5,5.00,0.00,8627462,3,16,1,1,23
1,100320,5,5.00,0.00,8627463,15,21,0,2,42
1,100320,5,5.00,0.00,8627464,4,5,0,2,15
1,100320,5,5.00,0.00,8627465,11,4,0,1,18
1,100320,5,5.00,0.00,8627466,4,5,0,1,12
1,100320,5,5.00,0.00,8627467,3,7,0,2,16
1,100320,5,5.00,0.00,8627468,51,5,0,0,56
1,100320,5,5.00,0.00,8627469,6,5,1,2,18
1,100320,5,5.00,0.00,8627470,5,5,0,1,13
1,100320,5,5.00,0.00,8627471,3,4,0,2,13
1,100320,5,5.00,0.00,8627472,5,5,2,0,12
1,100320,5,5.00,0.00,8627473,23,14,3,4,52
1,100320,5,5.00,0.00,8627474,8,23,0,3,40
1,100320,5,5.00,0.00,8627475,10,5,0,3,24
1,100320,5,5.00,0.00,8627476,4,5,0,1,12
1,100320,5,5.00,0.00,8627477,3,3,0,30,96
1,100320,5,5.00,0.00,8627478,27,40,0,0,67
1,100320,5,5.00,0.00,8627479,6,8,0,1,17
1,100320,5,5.00,0.00,8627480,7,10,0,2,23
1,100320,5,5.00,0.00,8627481,5,7,0,8,36
1,100320,5,5.00,0.00,8627482,14,17,0,0,31
1,100320,5,5.00,0.00,8627483,12,176,0,0,188
1,100320,5,5.00,0.00,8627484,32,44,3,0,79
1,100320,5,5.00,0.00,8627485,6,11,0,0,17
1,100320,5,5.00,0.00,8627486,72,9,3,0,84
1,100320,5,5.00,0.00,8627487,7,12,0,3,28
1,100320,5,5.00,0.00,8627488,23,64,0,0,87
1,100320,5,5.00,0.00,8627489,36,1,0,0,37
1,100320,5,5.00,0.00,8627490,7,15,0,2,28
1,100320,5,5.00,0.00,8627491,7,46,3,3,65
1,100320,5,5.00,0.00,8627492,6,7,0,2,19
1,100320,5,5.00,0.00,8627493,44,104,0,0,148
1,100320,5,5.00,0.00,8627494,128,21,0,17,200
1,100320,5,5.00,0.00,8627495,23,9,0,2,38
1,100320,5,5.00,0.00,8627496,8,16,5,0,29
1,100320,5,5.00,0.00,8627497,6,22,0,10,58
1,100320,5,5.00,0.00,8627498,93,7,1,3,110
1,100320,5,5.00,0.00,8627499,43,0,0,0,43
1,100320,5,5.00,0.00,8627500,26,9,0,3,44
1,100320,5,5.00,0.00,8627501,5,7,0,1,15
1,100320,5,5.00,0.00,8627502,11,24,0,0,35
1,100320,5,5.00,0.00,8627503,3,75,3,0,81
1,100320,5,5.00,0.00,8627504,7,15,0,2,28
1,100320,5,5.00,0.00,8627505,4,5,0,1,12
1,100320,5,5.00,0.00,8627506,4,8,0,1,15
1,100320,5,5.00,0.00,8627507,6,5,0,1,14
1,100320,5,5.00,0.00,8627508,6,27,0,0,33
1,100320,5,5.00,0.00,8627509,30,14,2,2,52
1,100320,5,5.00,0.00,8627510,7,6,0,2,19
1,100320,5,5.00,0.00,8627511,4,8,0,14,54
1,100320,5,5.00,0.00,8627512,15,11,0,0,26
1,100320,5,5.00,0.00,8627513,5,29,0,3,43
1,100320,5,5.00,0.00,8627514,19,61,0,2,86
1,100320,5,5.00,0.00,8627515,5,6,0,25,86
1,100320,5,5.00,0.00,8627516,25,14,0,0,39
1,100320,5,5.00,0.00,8627517,31,6,2,0,39
1,100320,5,5.00,0.00,8627518,12,34,0,0,46
1,100320,5,5.00,0.00,8627519,3,22,0,0,25
1,100320,5,5.00,0.00,8627520,12,8,0,8,44
1,100320,5,5.00,0.00,8627521,8,50,0,1,61
1,100320,5,5.00,0.00,8627522,3,4,0,1,10
1,100320,5,5.00,0.00,8627523,4,5,0,5,24
1,100320,5,5.00,0.00,8627524,12,77,2,0,91
1,100320,5,5.00,0.00,8627525,4,7,0,2,17
1,100320,5,5.00,0.00,8627526,4,5,0,2,15
1,100320,5,5.00,0.00,8627527,6,7,0,1,16
1,100320,5,5.00,0.00,8627528,50,7,0,2,63
